商品番号,商品名,宅配サイズ,内寸,外形三辺合計,厚み,形式,パレット配置,価格,URL
MA120-494,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（370×340×340mm）5mm A/F K5×K5,宅配120サイズ,370×340×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-494
MAS120-228,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（374×344×348mm）3mm B/F 白C5×C5,宅配120サイズ,374×344×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-228
MA120-495,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（370×340×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,370×340×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-495
MA120-496,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（364×334×328mm）8mm W/F C5×C5,宅配120サイズ,364×334×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-496
MA120-497,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（374×344×288mm）3mm B/F C5×C5,宅配120サイズ,374×344×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-497
MA120-498,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（370×340×280mm）5mm A/F K5×K5,宅配120サイズ,370×340×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-498
MAS120-229,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（370×340×280mm）5mm A/F 白C5×C5,宅配120サイズ,370×340×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-229
MAS120-230,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（374×344×288mm）3mm B/F 白C5×C5,宅配120サイズ,374×344×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-230
MA120-499,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（370×340×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,370×340×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-499
MA120-500,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（364×334×268mm）8mm W/F C5×C5,宅配120サイズ,364×334×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-500
MA140-445,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（370×220×580mm）5mm A/F K5×K5,宅配140サイズ,370×220×580mm,140cm,5mm A/F,K5×K5,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-445
MA140-446,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（370×220×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,370×220×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-446
MA140-447,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（364×214×568mm）8mm W/F C5×C5,宅配140サイズ,364×214×568mm,140cm,8mm W/F,C5×C5,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-447
MA120-501,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（374×224×438mm）3mm B/F C5×C5,宅配120サイズ,374×224×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-501
MA120-502,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（370×220×430mm）5mm A/F K5×K5,宅配120サイズ,370×220×430mm,120cm,5mm A/F,K5×K5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-502
MAS120-231,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（370×220×430mm）5mm A/F 白C5×C5,宅配120サイズ,370×220×430mm,120cm,5mm A/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-231
MAS120-232,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（374×224×438mm）3mm B/F 白C5×C5,宅配120サイズ,374×224×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-232
MA120-503,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（370×220×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,370×220×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-503
MA120-504,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（364×214×418mm）8mm W/F C5×C5,宅配120サイズ,364×214×418mm,120cm,8mm W/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-504
MA140-448,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×3段］（354×354×588mm）3mm B/F C5×C5,宅配140サイズ,354×354×588mm,140cm,3mm B/F,C5×C5,1段9箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-448
MAS140-190,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×3段］（354×354×588mm）3mm B/F 白C5×C5,宅配140サイズ,354×354×588mm,140cm,3mm B/F,C5×C5,1段9箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS140-190
MA120-505,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×4段］（350×350×430mm）5mm A/F K5×K5,宅配120サイズ,350×350×430mm,120cm,5mm A/F,K5×K5,1段9箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-505
MA120-506,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×4段］（350×350×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×350×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段9箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-506
MA120-507,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×4段］（344×344×418mm）8mm W/F C5×C5,宅配120サイズ,344×344×418mm,120cm,8mm W/F,C5×C5,1段9箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-507
MA120-508,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（354×354×348mm）3mm B/F C5×C5,宅配120サイズ,354×354×348mm,120cm,3mm B/F,C5×C5,1段9箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-508
MA120-509,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（350×350×340mm）5mm A/F K5×K5,宅配120サイズ,350×350×340mm,120cm,5mm A/F,K5×K5,1段9箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-509
MAS120-233,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（350×350×340mm）5mm A/F 白C5×C5,宅配120サイズ,350×350×340mm,120cm,5mm A/F,C5×C5,1段9箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-233
MAS120-234,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×5段］（354×354×348mm）3mm B/F 白C5×C5,宅配120サイズ,354×354×348mm,120cm,3mm B/F,C5×C5,1段9箱×5段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-234
MA120-512,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×6段］（354×354×288mm）3mm B/F C5×C5,宅配120サイズ,354×354×288mm,120cm,3mm B/F,C5×C5,1段9箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-512
MAS120-235,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×6段］（350×350×280mm）5mm A/F 白C5×C5,宅配120サイズ,350×350×280mm,120cm,5mm A/F,C5×C5,1段9箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-235
MAS120-236,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×6段］（354×354×288mm）3mm B/F 白C5×C5,宅配120サイズ,354×354×288mm,120cm,3mm B/F,C5×C5,1段9箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-236
MA120-514,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×6段］（350×350×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×350×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段9箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-514
MA120-515,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段9箱×6段］（344×344×268mm）8mm W/F C5×C5,宅配120サイズ,344×344×268mm,120cm,8mm W/F,C5×C5,1段9箱×6段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-515
MA140-449,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（350×260×580mm）5mm A/F K5×K5,宅配140サイズ,350×260×580mm,140cm,5mm A/F,K5×K5,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-449
MA140-450,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（350×260×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,350×260×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-450
MA140-451,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（344×254×568mm）8mm W/F C5×C5,宅配140サイズ,344×254×568mm,140cm,8mm W/F,C5×C5,1段12箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA140-451
MA120-516,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（354×264×438mm）3mm B/F C5×C5,宅配120サイズ,354×264×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-516
MA120-517,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（350×260×430mm）5mm A/F K5×K5,宅配120サイズ,350×260×430mm,120cm,5mm A/F,K5×K5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-517
MAS120-237,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（350×260×430mm）5mm A/F 白C5×C5,宅配120サイズ,350×260×430mm,120cm,5mm A/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-237
MAS120-238,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（354×264×438mm）3mm B/F 白C5×C5,宅配120サイズ,354×264×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-238
MA120-518,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（350×260×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×260×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-518
MA120-519,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（344×254×418mm）8mm W/F C5×C5,宅配120サイズ,344×254×418mm,120cm,8mm W/F,C5×C5,1段12箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-519
MA120-520,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×3段］（350×230×580mm）5mm A/F K5×K5,宅配120サイズ,350×230×580mm,120cm,5mm A/F,K5×K5,1段13箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-520
MA120-521,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×3段］（350×230×580mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×230×580mm,120cm,5mm A/F,K6×強化芯180g×K6,1段13箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-521
MA120-522,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×3段］（344×224×568mm）8mm W/F C5×C5,宅配120サイズ,344×224×568mm,120cm,8mm W/F,C5×C5,1段13箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-522
MA120-523,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（354×234×438mm）3mm B/F C5×C5,宅配120サイズ,354×234×438mm,120cm,3mm B/F,C5×C5,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-523
MA120-524,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（350×230×430mm）5mm A/F K5×K5,宅配120サイズ,350×230×430mm,120cm,5mm A/F,K5×K5,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-524
MAS120-239,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（350×230×430mm）5mm A/F 白C5×C5,宅配120サイズ,350×230×430mm,120cm,5mm A/F,C5×C5,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-239
MAS120-240,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（354×234×438mm）3mm B/F 白C5×C5,宅配120サイズ,354×234×438mm,120cm,3mm B/F,C5×C5,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-240
MA120-525,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（350×230×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×230×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-525
MA120-526,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段13箱×4段］（344×224×418mm）8mm W/F C5×C5,宅配120サイズ,344×224×418mm,120cm,8mm W/F,C5×C5,1段13箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-526
MA120-527,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×3段］（350×200×580mm）5mm A/F K5×K5,宅配120サイズ,350×200×580mm,120cm,5mm A/F,K5×K5,1段15箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-527
MA120-528,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×3段］（350×200×580mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×200×580mm,120cm,5mm A/F,K6×強化芯180g×K6,1段15箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-528
MA120-529,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×3段］（344×194×568mm）8mm W/F C5×C5,宅配120サイズ,344×194×568mm,120cm,8mm W/F,C5×C5,1段15箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-529
MA120-531,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×4段］（350×200×430mm）5mm A/F K5×K5,宅配120サイズ,350×200×430mm,120cm,5mm A/F,K5×K5,1段15箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-531
MAS120-241,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×4段］（350×200×430mm）5mm A/F 白C5×C5,宅配120サイズ,350×200×430mm,120cm,5mm A/F,C5×C5,1段15箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-241
MAS120-242,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×4段］（354×204×438mm）3mm B/F 白C5×C5,宅配120サイズ,354×204×438mm,120cm,3mm B/F,C5×C5,1段15箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MAS120-242
MA120-532,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×4段］（350×200×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,350×200×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段15箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-532
MA120-533,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段15箱×4段］（344×194×418mm）8mm W/F C5×C5,宅配120サイズ,344×194×418mm,120cm,8mm W/F,C5×C5,1段15箱×4段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-533
MA120-534,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段16箱×3段］（324×194×588mm）3mm B/F C5×C5,宅配120サイズ,324×194×588mm,120cm,3mm B/F,C5×C5,1段16箱×3段,"1 円",https://www.notosiki.co.jp/item/detail?num=MA120-534
